sample,elapsed_s,ros_stamp_sec,ros_stamp_nanosec,connected,homed,raw_position_i32,raw_position_u16,raw_position_hex,position_in_turn_12bit,raw_signed16,delta_in_turn,turn_delta_total,node_relative_ticks,target_position,position_error_direction,position_error_ticks,estimated_position_minus,estimated_position_plus,moving,load_raw,current_raw,voltage_v,temperature_c,fault
18,2.631243,1780561830,907401875,True,False,75,75,0x004B,75,75,-19,73,0,1851,False,75,1776,1926,True,1104,1,12.100,32,
19,2.782245,1780561831,58469104,True,False,55,55,0x0037,55,55,-20,53,0,1871,False,55,1816,1926,True,1104,1,12.100,32,
20,2.892973,1780561831,169051426,True,False,35,35,0x0023,35,35,-20,33,0,1894,False,35,1859,1929,True,1112,1,12.100,32,
21,3.002159,1780561831,278580666,True,False,13,13,0x000D,13,13,-22,11,0,1912,False,13,1899,1925,True,1068,0,12.100,32,
22,3.092550,1780561831,368242995,True,False,2,2,0x0002,2,2,-11,0,0,1915,False,2,1913,1917,False,1048,0,12.100,32,
23,3.247512,1780561831,523772860,True,False,162,162,0x00A2,162,162,160,160,0,1915,False,162,1753,2077,True,1056,1,12.100,32,
24,3.274300,1780561831,550201564,True,False,162,162,0x00A2,162,162,0,160,0,1918,False,162,1756,2080,True,1088,2,12.100,33,
25,3.304011,1780561831,580034349,True,False,158,158,0x009E,158,158,-4,156,0,1925,False,158,1767,2083,True,1100,2,12.100,32,
26,3.406507,1780561831,682449221,True,False,138,138,0x008A,138,138,-20,136,0,1946,False,138,1808,2084,True,1104,1,12.100,32,
27,3.502684,1780561831,779047361,True,False,119,119,0x0077,119,119,-19,117,0,1966,False,119,1847,2085,True,1104,0,12.100,32,
28,3.602242,1780561831,878816983,True,False,98,98,0x0062,98,98,-21,96,0,1986,False,98,1888,2084,True,1104,0,12.100,33,
29,3.719270,1780561831,995533623,True,False,235,235,0x00EB,235,235,137,233,0,2009,False,235,1774,2244,True,1104,1,12.100,32,
30,3.801845,1780561832,78234557,True,False,218,218,0x00DA,218,218,-17,216,0,2026,False,218,1808,2244,True,1104,1,12.100,32,
31,3.902632,1780561832,178552405,True,False,198,198,0x00C6,198,198,-20,196,0,2046,False,198,1848,2244,True,1096,1,12.100,32,
32,4.005399,1780561832,280562251,True,False,178,178,0x00B2,178,178,-20,176,0,2066,False,178,1888,2244,True,1092,2,12.100,32,
33,4.107488,1780561832,383095202,True,False,158,158,0x009E,158,158,-20,156,0,2086,False,158,1928,2244,True,1104,0,12.100,32,
34,4.204745,1780561832,480606870,True,False,298,298,0x012A,298,298,140,296,0,2106,False,298,1808,2404,True,1096,1,12.100,32,
35,4.326072,1780561832,601197462,True,False,278,278,0x0116,278,278,-20,276,0,2127,False,278,1849,2405,True,1104,1,12.100,32,
36,4.408007,1780561832,683780478,True,False,418,418,0x01A2,418,418,140,416,0,2146,False,418,1728,2564,True,1104,1,12.100,32,
37,4.505330,1780561832,781352832,True,False,398,398,0x018E,398,398,-20,396,0,2166,False,398,1768,2564,True,1104,0,12.100,32,
38,4.608539,1780561832,884722882,True,False,378,378,0x017A,378,378,-20,376,0,2186,False,378,1808,2564,True,1096,1,12.100,32,
39,5.018521,1780561833,294611572,True,False,357,357,0x0165,357,357,-21,355,0,2208,False,357,1851,2565,True,1092,1,12.100,32,
40,5.137603,1780561833,413987065,True,False,290,290,0x0122,290,290,-67,288,0,2277,False,290,1987,2567,True,1112,2,12.100,33,
41,5.188253,1780561833,464099224,True,False,269,269,0x010D,269,269,-21,267,0,2297,False,269,2028,2566,True,1104,0,12.100,32,
42,5.256605,1780561833,532596020,True,False,257,257,0x0101,257,257,-12,255,0,2311,False,257,2054,2568,True,1112,1,12.100,32,
43,5.305675,1780561833,582040210,True,False,239,239,0x00EF,239,239,-18,237,0,2326,False,239,2087,2565,True,1112,3,12.100,32,
44,5.401330,1780561833,677761544,True,False,219,219,0x00DB,219,219,-20,217,0,2346,False,219,2127,2565,True,1120,2,12.100,32,
45,5.506001,1780561833,782251346,True,False,199,199,0x00C7,199,199,-20,197,0,2366,False,199,2167,2565,True,1112,1,12.100,32,
46,5.601990,1780561833,878253840,True,False,179,179,0x00B3,179,179,-20,177,0,2386,False,179,2207,2565,True,1116,1,12.100,32,
47,5.702889,1780561833,979004705,True,False,158,158,0x009E,158,158,-21,156,0,2406,False,158,2248,2564,True,1112,2,12.100,32,
48,5.804930,1780561834,81164578,True,False,139,139,0x008B,139,139,-19,137,0,2427,False,139,2288,2566,True,1108,1,12.100,32,
49,5.901660,1780561834,177981512,True,False,118,118,0x0076,118,118,-21,116,0,2447,False,118,2329,2565,True,1108,1,12.100,32,
50,6.004304,1780561834,280720744,True,False,98,98,0x0062,98,98,-20,96,0,2467,False,98,2369,2565,True,1116,2,12.100,32,
51,6.104989,1780561834,380853718,True,False,78,78,0x004E,78,78,-20,76,0,2487,False,78,2409,2565,True,1100,1,12.100,32,
52,6.215836,1780561834,491391522,True,False,57,57,0x0039,57,57,-21,55,0,2507,False,57,2450,2564,True,1104,1,12.100,32,
53,6.584644,1780561834,860537102,True,False,38,38,0x0026,38,38,-19,36,0,2528,False,38,2490,2566,True,1108,1,12.100,32,
54,7.260709,1780561835,536641440,True,False,2,2,0x0002,2,2,-36,0,0,2555,False,2,2553,2557,False,1048,0,12.100,32,
55,7.330051,1780561835,606415450,True,False,2,2,0x0002,2,2,0,0,0,2555,False,2,2553,2557,False,1048,0,12.100,32,
56,7.370853,1780561835,647062432,True,False,2,2,0x0002,2,2,0,0,0,2555,False,2,2553,2557,False,1048,0,12.100,32,
57,7.412297,1780561835,688364937,True,False,2,2,0x0002,2,2,0,0,0,2555,False,2,2553,2557,False,1048,0,12.000,32,
58,7.502679,1780561835,778982103,True,False,2,2,0x0002,2,2,0,0,0,2555,False,2,2553,2557,False,1048,0,12.100,32,
