sample,elapsed_s,ros_stamp_sec,ros_stamp_nanosec,connected,homed,raw_position_i32,raw_position_u16,raw_position_hex,position_in_turn_12bit,raw_signed16,delta_in_turn,turn_delta_total,node_relative_ticks,moving,load_raw,current_raw,voltage_v,temperature_c,fault
48,6.942716,1780556542,928789314,True,False,22,22,0x0016,22,22,6,19,0,True,1080,0,12.100,35,
49,7.124192,1780556543,110615743,True,False,2,2,0x0002,2,2,-20,-1,0,False,1048,0,12.100,35,
50,7.143574,1780556543,129780199,True,False,2,2,0x0002,2,2,0,-1,0,False,1048,0,12.100,35,
51,7.237864,1780556543,223979889,True,False,19,19,0x0013,19,19,17,16,0,True,1100,1,12.100,35,
52,7.323463,1780556543,309994401,True,False,25,25,0x0019,25,25,6,22,0,True,1096,2,12.100,35,
53,7.424615,1780556543,410941343,True,False,27,27,0x001B,27,27,2,24,0,True,1072,1,12.100,35,
54,7.546519,1780556543,531927142,True,False,28,28,0x001C,28,28,1,25,0,True,1072,0,12.100,35,
55,7.626693,1780556543,612362428,True,False,17,17,0x0011,17,17,-11,14,0,True,1096,1,12.100,35,
56,7.725676,1780556543,711906406,True,False,20,20,0x0014,20,20,3,17,0,True,1096,0,12.100,35,
57,7.823540,1780556543,809964595,True,False,23,23,0x0017,23,23,3,20,0,True,1100,1,12.100,35,
58,7.926751,1780556543,912763729,True,False,26,26,0x001A,26,26,3,23,0,True,1072,1,12.100,35,
59,8.034546,1780556544,20773384,True,False,28,28,0x001C,28,28,2,25,0,True,1076,1,12.100,35,
60,8.123540,1780556544,109756172,True,False,14,14,0x000E,14,14,-14,11,0,True,1088,1,12.100,35,
61,8.245246,1780556544,230719406,True,False,18,18,0x0012,18,18,4,15,0,True,1096,0,12.100,35,
62,8.357272,1780556544,342451150,True,False,23,23,0x0017,23,23,5,20,0,True,1044,0,12.100,35,
63,8.431855,1780556544,417939494,True,False,15,15,0x000F,15,15,-8,12,0,True,1104,1,12.100,35,
64,8.535601,1780556544,521634053,True,False,19,19,0x0013,19,19,4,16,0,True,1104,1,12.100,35,
65,8.643315,1780556544,629496190,True,False,24,24,0x0018,24,24,5,21,0,True,1052,0,12.100,35,
66,8.885175,1780556544,871126382,True,False,6,6,0x0006,6,6,-18,3,0,False,0,0,12.100,35,
67,8.968524,1780556544,954557198,True,False,1,1,0x0001,1,1,-5,-2,0,False,0,0,12.100,35,
68,9.050965,1780556545,37050099,True,False,21,21,0x0015,21,21,20,18,0,True,0,0,12.100,35,
69,9.060799,1780556545,46862378,True,False,21,21,0x0015,21,21,0,18,0,True,1060,1,12.100,35,
70,9.125343,1780556545,111683013,True,False,16,16,0x0010,16,16,-5,13,0,True,1100,1,12.100,35,
71,9.224289,1780556545,210577344,True,False,19,19,0x0013,19,19,3,16,0,True,1096,1,12.100,35,
72,9.332453,1780556545,318840317,True,False,22,22,0x0016,22,22,3,19,0,True,1104,1,12.100,35,
73,9.425363,1780556545,411559908,True,False,25,25,0x0019,25,25,3,22,0,True,1100,1,12.100,35,
74,9.528527,1780556545,514356870,True,False,27,27,0x001B,27,27,2,24,0,True,1088,1,12.100,35,
75,9.638538,1780556545,624603791,True,False,28,28,0x001C,28,28,1,25,0,True,1072,1,12.100,35,
76,9.726606,1780556545,712680819,True,False,15,15,0x000F,15,15,-13,12,0,True,1100,1,12.100,35,
77,9.824955,1780556545,811001309,True,False,20,20,0x0014,20,20,5,17,0,True,1096,1,12.100,35,
78,9.925325,1780556545,911562290,True,False,24,24,0x0018,24,24,4,21,0,True,1100,1,12.100,35,
79,10.025229,1780556546,11149595,True,False,26,26,0x001A,26,26,2,23,0,True,1076,1,12.100,35,
80,10.170850,1780556546,156038495,True,False,26,26,0x001A,26,26,0,23,0,True,1072,1,12.100,35,
81,10.293576,1780556546,279319040,True,False,14,14,0x000E,14,14,-12,11,0,True,1092,1,12.100,35,
82,10.543816,1780556546,529799152,True,False,23,23,0x0017,23,23,9,20,0,True,1076,1,12.100,35,
83,10.689167,1780556546,675452842,True,False,3,3,0x0003,3,3,-20,0,0,False,1052,1,12.100,35,
84,10.881516,1780556546,867687265,True,False,2,2,0x0002,2,2,-1,-1,0,False,0,0,12.100,35,
85,10.982813,1780556546,969113071,True,False,21,21,0x0015,21,21,19,18,0,True,0,0,12.100,35,
86,10.992461,1780556546,978734601,True,False,21,21,0x0015,21,21,0,18,0,True,1052,0,12.100,35,
87,11.024626,1780556547,10661591,True,False,21,21,0x0015,21,21,0,18,0,True,1088,2,12.100,39,
88,11.129052,1780556547,115109320,True,False,27,27,0x001B,27,27,6,24,0,True,1064,0,12.100,35,
89,11.228140,1780556547,213975702,True,False,13,13,0x000D,13,13,-14,10,0,True,1088,1,12.100,35,
90,11.324082,1780556547,310416624,True,False,20,20,0x0014,20,20,7,17,0,True,1092,0,12.100,35,
91,11.427148,1780556547,413241341,True,False,24,24,0x0018,24,24,4,21,0,True,1112,2,12.100,35,
92,11.524653,1780556547,510960293,True,False,27,27,0x001B,27,27,3,24,0,True,1076,1,12.100,35,
93,11.631375,1780556547,617332060,True,False,30,30,0x001E,30,30,3,27,0,True,1084,1,12.100,35,
94,11.726236,1780556547,712120884,True,False,16,16,0x0010,16,16,-14,13,0,True,1112,1,12.100,35,
95,11.823580,1780556547,810127118,True,False,21,21,0x0015,21,21,5,18,0,True,1108,1,12.100,35,
96,11.924355,1780556547,910780389,True,False,24,24,0x0018,24,24,3,21,0,True,1108,2,12.100,35,
97,12.248486,1780556548,234483584,True,False,25,25,0x0019,25,25,1,22,0,True,1076,0,12.100,35,
98,12.293880,1780556548,279941339,True,False,2,2,0x0002,2,2,-23,-1,0,False,1044,0,12.100,35,
99,12.326241,1780556548,312568535,True,False,2,2,0x0002,2,2,0,-1,0,False,1048,1,12.100,35,
100,12.432161,1780556548,418222891,True,False,22,22,0x0016,22,22,20,19,0,True,1120,3,12.100,35,
101,12.531344,1780556548,517482661,True,False,25,25,0x0019,25,25,3,22,0,True,1096,1,12.100,35,
102,12.961739,1780556548,947849288,True,False,22,22,0x0016,22,22,-3,19,0,True,1048,1,12.100,35,
103,12.980067,1780556548,966388534,True,False,22,22,0x0016,22,22,0,19,0,True,1068,1,12.100,35,
104,13.027897,1780556549,13915388,True,False,18,18,0x0012,18,18,-4,15,0,True,1108,1,12.100,35,
105,13.125025,1780556549,111078392,True,False,21,21,0x0015,21,21,3,18,0,True,1104,1,12.100,35,
106,13.227921,1780556549,213533054,True,False,24,24,0x0018,24,24,3,21,0,True,1100,2,12.100,35,
107,13.324386,1780556549,310515191,True,False,28,28,0x001C,28,28,4,25,0,True,1088,1,12.100,35,
108,13.427823,1780556549,414236753,True,False,14,14,0x000E,14,14,-14,11,0,True,1100,1,12.100,35,
109,13.527633,1780556549,513708156,True,False,20,20,0x0014,20,20,6,17,0,True,1100,1,12.100,35,
110,13.624258,1780556549,609867002,True,False,24,24,0x0018,24,24,4,21,0,True,1104,1,12.100,35,
111,13.729599,1780556549,715341733,True,False,27,27,0x001B,27,27,3,24,0,True,1076,1,12.100,35,
112,13.845118,1780556549,831093063,True,False,29,29,0x001D,29,29,2,26,0,True,1084,0,12.100,35,
113,13.925091,1780556549,911337031,True,False,18,18,0x0012,18,18,-11,15,0,True,1108,2,12.100,35,
114,14.111843,1780556550,97811376,True,False,14,14,0x000E,14,14,-4,11,0,True,1092,0,12.100,35,
115,14.189268,1780556550,175301590,True,False,22,22,0x0016,22,22,8,19,0,True,1044,1,12.100,34,
116,14.244542,1780556550,230814557,True,False,19,19,0x0013,19,19,-3,16,0,True,1088,1,12.100,35,
117,14.722050,1780556550,707867206,True,False,5,5,0x0005,5,5,-14,2,0,False,1056,0,12.100,35,
118,14.943090,1780556550,929363637,True,False,2,2,0x0002,2,2,-3,-1,0,False,1048,0,12.100,35,
119,14.959940,1780556550,946298389,True,False,2,2,0x0002,2,2,0,-1,0,False,1048,0,12.100,35,
120,15.027722,1780556551,14066270,True,False,22,22,0x0016,22,22,20,19,0,True,1080,2,12.100,35,
121,15.131205,1780556551,116851091,True,False,29,29,0x001D,29,29,7,26,0,True,1084,1,12.100,35,
122,15.225740,1780556551,211757437,True,False,15,15,0x000F,15,15,-14,12,0,True,1108,1,12.100,35,
123,15.324593,1780556551,310910347,True,False,21,21,0x0015,21,21,6,18,0,True,1100,1,12.100,35,
124,15.425218,1780556551,411293779,True,False,23,23,0x0017,23,23,2,20,0,True,1096,1,12.100,35,
125,15.528267,1780556551,514120424,True,False,26,26,0x001A,26,26,3,23,0,True,1076,0,12.100,35,
126,15.624302,1780556551,610577508,True,False,12,12,0x000C,12,12,-14,9,0,True,1084,0,12.100,42,
127,15.724335,1780556551,710598595,True,False,19,19,0x0013,19,19,7,16,0,True,1100,1,12.100,49,
128,15.832899,1780556551,818408023,True,False,24,24,0x0018,24,24,5,21,0,True,1112,2,12.100,35,
129,15.927708,1780556551,914069685,True,False,27,27,0x001B,27,27,3,24,0,True,1064,0,12.100,35,
130,16.781890,1780556552,767993844,True,False,3,3,0x0003,3,3,-24,0,0,False,1056,1,12.100,35,
131,16.921615,1780556552,907775718,True,False,3,3,0x0003,3,3,0,0,0,False,1056,0,12.100,35,
132,16.969008,1780556552,955294316,True,False,23,23,0x0017,23,23,20,20,0,True,1056,0,12.100,35,
133,17.028079,1780556553,14089564,True,False,20,20,0x0014,20,20,-3,17,0,True,1092,1,12.100,35,
134,17.123863,1780556553,110267871,True,False,24,24,0x0018,24,24,4,21,0,True,1100,1,12.100,35,
135,17.225801,1780556553,212220768,True,False,27,27,0x001B,27,27,3,24,0,True,1068,1,12.100,35,
136,17.340655,1780556553,327021388,True,False,29,29,0x001D,29,29,2,26,0,True,1088,0,12.100,35,
137,17.425450,1780556553,411793071,True,False,16,16,0x0010,16,16,-13,13,0,True,1104,0,12.100,35,
138,17.524430,1780556553,510645236,True,False,19,19,0x0013,19,19,3,16,0,True,1104,1,12.100,35,
139,17.628525,1780556553,614255614,True,False,23,23,0x0017,23,23,4,20,0,True,1100,1,12.100,35,
140,17.729026,1780556553,714501450,True,False,26,26,0x001A,26,26,3,23,0,True,1056,1,12.100,35,
141,17.825351,1780556553,811737076,True,False,13,13,0x000D,13,13,-13,10,0,True,1096,1,12.100,35,
142,17.925392,1780556553,911644778,True,False,19,19,0x0013,19,19,6,16,0,True,1100,0,12.100,35,
143,18.219563,1780556554,205799201,True,False,17,17,0x0011,17,17,-2,14,0,True,1088,0,12.100,35,
144,18.296673,1780556554,282618845,True,False,2,2,0x0002,2,2,-15,-1,0,False,1048,0,12.100,35,
145,18.384539,1780556554,370759260,True,False,22,22,0x0016,22,22,20,19,0,True,1048,0,12.100,35,
146,18.502282,1780556554,488297862,True,False,15,15,0x000F,15,15,-7,12,0,True,1092,1,12.100,35,
147,18.645163,1780556554,631504169,True,False,23,23,0x0017,23,23,8,20,0,True,1060,0,12.100,35,
148,18.871931,1780556554,858290907,True,False,3,3,0x0003,3,3,-20,0,0,False,1056,0,12.100,35,
149,18.897996,1780556554,884042589,True,False,3,3,0x0003,3,3,0,0,0,False,1056,0,12.100,35,
150,18.925399,1780556554,911800921,True,False,23,23,0x0017,23,23,20,20,0,True,1056,1,12.100,35,
151,19.027381,1780556555,13667930,True,False,15,15,0x000F,15,15,-8,12,0,True,1108,1,12.100,35,
152,19.125318,1780556555,111355275,True,False,21,21,0x0015,21,21,6,18,0,True,1116,2,12.100,35,
153,19.229463,1780556555,215854422,True,False,24,24,0x0018,24,24,3,21,0,True,1116,2,12.100,35,
154,19.329434,1780556555,314750121,True,False,27,27,0x001B,27,27,3,24,0,True,1120,2,12.100,35,
155,19.435979,1780556555,422083119,True,False,28,28,0x001C,28,28,1,25,0,True,1080,1,12.100,35,
156,19.524554,1780556555,510633511,True,False,19,19,0x0013,19,19,-9,16,0,True,1124,3,12.100,35,
157,19.626275,1780556555,612506282,True,False,22,22,0x0016,22,22,3,19,0,True,1124,3,12.100,35,
158,19.728411,1780556555,714565235,True,False,26,26,0x001A,26,26,4,23,0,True,1116,2,12.100,35,
159,19.832089,1780556555,817759207,True,False,28,28,0x001C,28,28,2,25,0,True,1080,1,12.100,35,
160,19.933241,1780556555,919060114,True,False,18,18,0x0012,18,18,-10,15,0,True,1116,1,12.100,35,
161,20.075716,1780556556,61111175,True,False,25,25,0x0019,25,25,7,22,0,True,1076,2,12.100,35,
162,20.152615,1780556556,138742410,True,False,12,12,0x000C,12,12,-13,9,0,True,1100,1,12.100,35,
163,20.591507,1780556556,577719643,True,False,23,23,0x0017,23,23,11,20,0,True,1068,1,12.100,35,
164,20.831212,1780556556,817572668,True,False,4,4,0x0004,4,4,-19,1,0,False,1060,1,12.100,35,
165,20.855951,1780556556,842385984,True,False,4,4,0x0004,4,4,0,1,0,False,1064,1,12.100,35,
166,20.925271,1780556556,911655726,True,False,24,24,0x0018,24,24,20,21,0,True,1096,2,12.100,35,
167,21.027773,1780556557,13707230,True,False,30,30,0x001E,30,30,6,27,0,True,1092,1,12.100,35,
168,21.124907,1780556557,111131034,True,False,14,14,0x000E,14,14,-16,11,0,True,1100,2,12.100,48,
169,21.224934,1780556557,211132416,True,False,20,20,0x0014,20,20,6,17,0,True,1116,2,12.100,35,
170,21.324912,1780556557,310853396,True,False,5,5,0x0005,5,5,-15,2,0,True,1072,1,12.100,35,
171,21.425843,1780556557,412200983,True,False,3,3,0x0003,3,3,-2,0,0,False,1056,0,12.100,35,
172,21.525765,1780556557,511993147,True,False,3,3,0x0003,3,3,0,0,0,False,1056,0,12.100,35,
173,21.625371,1780556557,611707133,True,False,3,3,0x0003,3,3,0,0,0,False,1056,0,12.100,35,
174,21.724307,1780556557,710507784,True,False,3,3,0x0003,3,3,0,0,0,False,1056,1,12.100,35,
175,21.826118,1780556557,812325439,True,False,2,2,0x0002,2,2,-1,-1,0,False,1044,0,12.100,35,
176,22.278702,1780556558,264933878,True,False,2,2,0x0002,2,2,0,-1,0,False,1048,0,12.100,35,
177,22.518140,1780556558,504180833,True,False,2,2,0x0002,2,2,0,-1,0,False,1048,0,12.100,35,
178,22.663660,1780556558,649348290,True,False,2,2,0x0002,2,2,0,-1,0,False,1048,1,12.100,35,
179,22.767082,1780556558,753332991,True,False,2,2,0x0002,2,2,0,-1,0,False,1048,0,12.100,35,
180,22.789393,1780556558,775658577,True,False,2,2,0x0002,2,2,0,-1,0,False,1048,0,12.100,35,
181,22.826033,1780556558,812220192,True,False,22,22,0x0016,22,22,20,19,0,True,1048,0,12.100,35,
182,22.925805,1780556558,912024217,True,False,14,14,0x000E,14,14,-8,11,0,True,1096,1,12.100,35,
183,23.024917,1780556559,11185013,True,False,2,2,0x0002,2,2,-12,-1,0,True,1044,0,12.100,35,
184,23.124491,1780556559,110840504,True,False,2,2,0x0002,2,2,0,-1,0,False,1048,0,12.100,35,
185,23.228136,1780556559,214018764,True,False,2,2,0x0002,2,2,0,-1,0,False,1048,0,12.100,35,
186,23.347725,1780556559,332946539,True,False,22,22,0x0016,22,22,20,19,0,True,1048,0,12.100,35,
187,23.431173,1780556559,416757636,True,False,17,17,0x0011,17,17,-5,14,0,True,1096,1,12.100,35,
188,23.523248,1780556559,509547675,True,False,23,23,0x0017,23,23,6,20,0,True,1076,1,12.100,35,
189,23.624496,1780556559,610731448,True,False,28,28,0x001C,28,28,5,25,0,True,1072,0,12.100,35,
190,23.724762,1780556559,711025247,True,False,12,12,0x000C,12,12,-16,9,0,True,1084,1,12.100,35,
191,23.838683,1780556559,824294373,True,False,19,19,0x0013,19,19,7,16,0,True,1092,1,12.100,35,
192,24.032477,1780556560,18857658,True,False,22,22,0x0016,22,22,3,19,0,True,1080,1,12.100,35,
193,24.143841,1780556560,130023253,True,False,5,5,0x0005,5,5,-17,2,0,True,1064,0,12.100,35,
194,24.177587,1780556560,163631335,True,False,2,2,0x0002,2,2,-3,-1,0,True,1044,0,12.100,35,
195,24.263289,1780556560,249559455,True,False,21,21,0x0015,21,21,19,18,0,True,1048,1,12.100,35,
196,24.351117,1780556560,337223163,True,False,14,14,0x000E,14,14,-7,11,0,True,1088,0,12.100,35,
197,24.469508,1780556560,455263223,True,False,22,22,0x0016,22,22,8,19,0,True,1056,0,12.100,35,
198,24.524968,1780556560,511044785,True,False,17,17,0x0011,17,17,-5,14,0,True,1088,1,12.100,35,
199,24.627668,1780556560,614131562,True,False,23,23,0x0017,23,23,6,20,0,True,1100,1,12.100,35,
200,24.726048,1780556560,712204092,True,False,26,26,0x001A,26,26,3,23,0,True,1068,0,12.100,35,
201,24.825846,1780556560,812058567,True,False,14,14,0x000E,14,14,-12,11,0,True,1088,1,12.100,35,
202,24.923641,1780556560,910160312,True,False,19,19,0x0013,19,19,5,16,0,True,1104,1,12.100,35,
203,25.024060,1780556561,10304686,True,False,22,22,0x0016,22,22,3,19,0,True,1088,1,12.100,35,
204,25.124663,1780556561,110854014,True,False,26,26,0x001A,26,26,4,23,0,True,1076,1,12.100,35,
205,25.230687,1780556561,216977968,True,False,30,30,0x001E,30,30,4,27,0,True,1088,0,12.100,35,
206,25.326369,1780556561,312317108,True,False,15,15,0x000F,15,15,-15,12,0,True,1096,1,12.100,35,
207,25.423904,1780556561,410365908,True,False,20,20,0x0014,20,20,5,17,0,True,1108,1,12.100,35,
208,25.527442,1780556561,513803427,True,False,23,23,0x0017,23,23,3,20,0,True,1100,1,12.100,35,
209,25.627603,1780556561,613537274,True,False,26,26,0x001A,26,26,3,23,0,True,1068,1,12.100,35,
210,25.767130,1780556561,753084931,True,False,12,12,0x000C,12,12,-14,9,0,True,1080,0,12.100,35,
211,25.872896,1780556561,859130040,True,False,22,22,0x0016,22,22,10,19,0,True,1076,1,12.100,35,
212,26.413796,1780556562,399816153,True,False,3,3,0x0003,3,3,-19,0,0,False,1056,0,12.100,35,
213,26.445540,1780556562,431897706,True,False,3,3,0x0003,3,3,0,0,0,False,1056,0,12.100,35,
214,26.535337,1780556562,521646353,True,False,21,21,0x0015,21,21,18,18,0,True,1096,2,12.100,35,
215,26.625598,1780556562,611758957,True,False,26,26,0x001A,26,26,5,23,0,True,1100,1,12.100,35,
216,26.731196,1780556562,717270066,True,False,28,28,0x001C,28,28,2,25,0,True,1076,0,12.100,35,
217,26.823291,1780556562,809750233,True,False,13,13,0x000D,13,13,-15,10,0,True,1092,1,12.100,35,
218,26.924897,1780556562,911339331,True,False,18,18,0x0012,18,18,5,15,0,True,1092,1,12.100,43,
219,27.025858,1780556563,11776099,True,False,23,23,0x0017,23,23,5,20,0,True,1088,1,12.100,35,
220,27.125209,1780556563,111479506,True,False,26,26,0x001A,26,26,3,23,0,True,1076,0,12.100,35,
221,27.238373,1780556563,224636040,True,False,29,29,0x001D,29,29,3,26,0,True,1084,0,12.100,35,
222,27.323635,1780556563,310043540,True,False,16,16,0x0010,16,16,-13,13,0,True,1100,2,12.100,35,
223,27.423673,1780556563,410145331,True,False,19,19,0x0013,19,19,3,16,0,True,1096,1,12.100,35,
224,27.674656,1780556563,660802943,True,False,19,19,0x0013,19,19,0,16,0,True,1064,0,12.100,35,
225,28.245055,1780556564,231229028,True,False,2,2,0x0002,2,2,-17,-1,0,False,1048,1,12.100,35,
226,28.406034,1780556564,392358563,True,False,2,2,0x0002,2,2,0,-1,0,False,1048,0,12.100,35,
227,28.449067,1780556564,435391060,True,False,22,22,0x0016,22,22,20,19,0,True,1048,0,12.100,35,
228,28.458376,1780556564,444230904,True,False,22,22,0x0016,22,22,0,19,0,True,1048,0,12.100,35,
229,28.526115,1780556564,511831941,True,False,18,18,0x0012,18,18,-4,15,0,True,1104,1,12.100,35,
230,28.623866,1780556564,610311551,True,False,24,24,0x0018,24,24,6,21,0,True,1076,2,12.100,35,
231,28.742881,1780556564,727911915,True,False,27,27,0x001B,27,27,3,24,0,True,1080,1,12.100,35,
232,28.823087,1780556564,809301729,True,False,15,15,0x000F,15,15,-12,12,0,True,1096,1,12.100,38,
233,28.926699,1780556564,912446136,True,False,19,19,0x0013,19,19,4,16,0,True,1096,1,12.100,35,
234,29.024866,1780556565,11285985,True,False,23,23,0x0017,23,23,4,20,0,True,1092,0,12.100,35,
235,29.125592,1780556565,111927015,True,False,26,26,0x001A,26,26,3,23,0,True,1068,0,12.100,35,
236,29.224009,1780556565,210431072,True,False,11,11,0x000B,11,11,-15,8,0,True,1084,1,12.100,35,
237,29.323695,1780556565,310215838,True,False,19,19,0x0013,19,19,8,16,0,True,1092,1,12.100,35,
238,29.432221,1780556565,418443378,True,False,21,21,0x0015,21,21,2,18,0,True,1100,1,12.100,35,
239,29.956301,1780556565,938780990,True,False,23,23,0x0017,23,23,2,20,0,True,1088,0,12.100,35,
240,30.360518,1780556566,346838842,True,False,2,2,0x0002,2,2,-21,-1,0,False,1048,0,12.100,35,
241,30.383545,1780556566,369913590,True,False,2,2,0x0002,2,2,0,-1,0,False,1048,0,12.100,35,
242,30.425366,1780556566,411722991,True,False,22,22,0x0016,22,22,20,19,0,True,1056,0,12.100,35,
243,30.527021,1780556566,513512292,True,False,12,12,0x000C,12,12,-10,9,0,True,1088,0,12.100,35,
244,30.628709,1780556566,614692266,True,False,18,18,0x0012,18,18,6,15,0,True,1088,0,12.100,35,
245,30.730165,1780556566,716267070,True,False,24,24,0x0018,24,24,6,21,0,True,1072,1,12.100,35,
246,30.830060,1780556566,816241290,True,False,28,28,0x001C,28,28,4,25,0,True,1076,0,12.100,35,
247,30.924064,1780556566,910531327,True,False,13,13,0x000D,13,13,-15,10,0,True,1088,1,12.100,35,
248,31.024001,1780556567,10298320,True,False,18,18,0x0012,18,18,5,15,0,True,1100,1,12.100,35,
249,31.125458,1780556567,111806556,True,False,22,22,0x0016,22,22,4,19,0,True,1092,1,12.100,35,
250,31.226566,1780556567,212489124,True,False,26,26,0x001A,26,26,4,23,0,True,1068,1,12.100,35,
251,31.324476,1780556567,310693773,True,False,12,12,0x000C,12,12,-14,9,0,True,1084,1,12.100,35,
252,31.447964,1780556567,433483942,True,False,18,18,0x0012,18,18,6,15,0,True,1108,1,12.100,35,
253,31.545652,1780556567,531425121,True,False,23,23,0x0017,23,23,5,20,0,True,1052,0,12.100,35,
254,31.640665,1780556567,626581341,True,False,15,15,0x000F,15,15,-8,12,0,True,1096,1,12.100,35,
255,31.792238,1780556567,778234530,True,False,22,22,0x0016,22,22,7,19,0,True,1080,1,12.100,35,
