sample,elapsed_s,ros_stamp_sec,ros_stamp_nanosec,connected,homed,raw_position_i32,raw_position_u16,raw_position_hex,position_in_turn_12bit,raw_signed16,delta_in_turn,turn_delta_total,node_relative_ticks,moving,load_raw,current_raw,voltage_v,temperature_c,fault
35,3.906583,1780556837,986163370,True,False,32769,32769,0x8001,1,-32767,0,0,0,False,0,0,12.100,34,
36,3.930376,1780556838,10046274,True,False,32769,32769,0x8001,1,-32767,0,0,0,False,0,0,12.100,34,
37,4.020094,1780556838,99426859,True,False,32769,32769,0x8001,1,-32767,0,0,0,False,0,0,12.100,34,
38,4.119639,1780556838,199103840,True,False,32769,32769,0x8001,1,-32767,0,0,0,False,0,0,12.100,34,
39,4.220775,1780556838,300281819,True,False,32769,32769,0x8001,1,-32767,0,0,0,False,0,0,12.100,34,
40,4.319706,1780556838,399381781,True,False,32769,32769,0x8001,1,-32767,0,0,0,False,0,0,12.100,34,
41,4.419978,1780556838,499466468,True,False,32769,32769,0x8001,1,-32767,0,0,0,False,0,0,12.100,34,
42,4.521208,1780556838,600439479,True,False,32769,32769,0x8001,1,-32767,0,0,0,False,0,0,12.100,34,
43,4.622344,1780556838,701816430,True,False,32769,32769,0x8001,1,-32767,0,0,0,False,0,0,12.100,34,
44,4.723124,1780556838,802765244,True,False,32769,32769,0x8001,1,-32767,0,0,0,False,0,0,12.100,34,
45,4.821056,1780556838,900081733,True,False,79,79,0x004F,79,79,78,78,0,True,1108,3,12.100,34,
46,4.921057,1780556839,62572,True,False,60,60,0x003C,60,60,-19,59,0,True,1104,1,12.100,34,
47,5.199452,1780556839,279054231,True,False,38,38,0x0026,38,38,-22,37,0,True,1104,0,12.100,34,
48,5.259191,1780556839,338698999,True,False,3,3,0x0003,3,3,-35,2,0,True,1044,0,12.100,34,
49,5.292410,1780556839,371893190,True,False,2,2,0x0002,2,2,-1,1,0,False,1044,0,12.100,34,
50,5.384976,1780556839,464150976,True,False,2,2,0x0002,2,2,0,1,0,False,1048,0,12.100,34,
51,5.585376,1780556839,664838897,True,False,2,2,0x0002,2,2,0,1,0,False,1048,0,12.100,34,
52,5.759333,1780556839,838868081,True,False,2,2,0x0002,2,2,0,1,0,False,1048,0,12.100,34,
53,5.845978,1780556839,925499681,True,False,2,2,0x0002,2,2,0,1,0,False,1048,0,12.100,34,
54,5.884345,1780556839,963804556,True,False,2,2,0x0002,2,2,0,1,0,False,1048,0,12.100,34,
55,5.921323,1780556840,849867,True,False,2,2,0x0002,2,2,0,1,0,False,1048,0,12.100,34,
56,6.023174,1780556840,102569820,True,False,2,2,0x0002,2,2,0,1,0,False,1048,0,12.100,34,
57,6.120464,1780556840,199674773,True,False,2,2,0x0002,2,2,0,1,0,False,1048,1,12.100,34,
58,6.219800,1780556840,299064571,True,False,2,2,0x0002,2,2,0,1,0,False,1048,1,12.100,34,
59,6.321357,1780556840,401085068,True,False,2,2,0x0002,2,2,0,1,0,False,1048,1,12.100,34,
60,6.421252,1780556840,500439680,True,False,162,162,0x00A2,162,162,160,161,0,True,1056,1,12.100,34,
61,6.521200,1780556840,600631772,True,False,154,154,0x009A,154,154,-8,153,0,True,1100,1,12.100,34,
62,6.619880,1780556840,699491446,True,False,134,134,0x0086,134,134,-20,133,0,True,1104,1,12.100,34,
63,6.719870,1780556840,799313977,True,False,114,114,0x0072,114,114,-20,113,0,True,1096,1,12.100,34,
64,6.820280,1780556840,899783675,True,False,93,93,0x005D,93,93,-21,92,0,True,1096,1,12.100,34,
65,6.928974,1780556841,8350133,True,False,74,74,0x004A,74,74,-19,73,0,True,1096,1,12.100,34,
66,7.073667,1780556841,153064802,True,False,52,52,0x0034,52,52,-22,51,0,True,1104,1,12.100,34,
67,7.139387,1780556841,218891279,True,False,32,32,0x0020,32,32,-20,31,0,True,1104,1,12.100,40,
68,7.243747,1780556841,323165986,True,False,12,12,0x000C,12,12,-20,11,0,True,1084,0,12.100,34,
69,7.331347,1780556841,410723485,True,False,2,2,0x0002,2,2,-10,1,0,False,1044,0,12.100,34,
70,7.518569,1780556841,598065891,True,False,2,2,0x0002,2,2,0,1,0,False,1048,0,12.100,34,
71,7.782721,1780556841,862233084,True,False,2,2,0x0002,2,2,0,1,0,False,1048,0,12.100,34,
72,7.827407,1780556841,906854895,True,False,2,2,0x0002,2,2,0,1,0,False,1048,0,12.100,34,
73,7.904888,1780556841,984342109,True,False,162,162,0x00A2,162,162,160,161,0,True,1060,1,12.100,34,
74,7.922061,1780556842,1546476,True,False,162,162,0x00A2,162,162,0,161,0,True,1076,1,12.100,34,
75,8.021415,1780556842,100902767,True,False,148,148,0x0094,148,148,-14,147,0,True,1104,2,12.100,34,
76,8.119257,1780556842,198876840,True,False,128,128,0x0080,128,128,-20,127,0,True,1108,1,12.100,34,
77,8.219564,1780556842,298927931,True,False,108,108,0x006C,108,108,-20,107,0,True,1104,0,12.100,34,
78,8.321819,1780556842,401177052,True,False,88,88,0x0058,88,88,-20,87,0,True,1096,0,12.100,34,
79,8.420626,1780556842,500195391,True,False,68,68,0x0044,68,68,-20,67,0,True,1096,1,12.100,34,
80,8.519890,1780556842,599485119,True,False,48,48,0x0030,48,48,-20,47,0,True,1104,1,12.100,34,
81,8.620064,1780556842,699663236,True,False,28,28,0x001C,28,28,-20,27,0,True,1104,1,12.100,34,
82,8.720773,1780556842,800260738,True,False,9,9,0x0009,9,9,-19,8,0,True,1088,1,12.100,34,
83,8.820541,1780556842,900085464,True,False,2,2,0x0002,2,2,-7,1,0,False,1048,0,12.100,34,
84,8.990950,1780556843,70278187,True,False,2,2,0x0002,2,2,0,1,0,False,1048,0,12.100,34,
85,9.285875,1780556843,365458220,True,False,162,162,0x00A2,162,162,160,161,0,True,1076,1,12.100,34,
86,9.727536,1780556843,806921467,True,False,67,67,0x0043,67,67,-95,66,0,True,1112,1,12.100,34,
87,9.766646,1780556843,846017834,True,False,43,43,0x002B,43,43,-24,42,0,True,1120,1,12.100,34,
88,9.822199,1780556843,901683917,True,False,28,28,0x001C,28,28,-15,27,0,True,1112,2,12.100,34,
89,9.922394,1780556844,1676795,True,False,9,9,0x0009,9,9,-19,8,0,True,1088,1,12.100,34,
90,10.018899,1780556844,98589211,True,False,3,3,0x0003,3,3,-6,2,0,False,1056,0,12.100,34,
91,10.121965,1780556844,201066066,True,False,3,3,0x0003,3,3,0,2,0,False,1056,0,12.100,34,
92,10.218898,1780556844,298428811,True,False,163,163,0x00A3,163,163,160,162,0,True,1076,1,12.100,34,
93,10.322224,1780556844,401314482,True,False,151,151,0x0097,151,151,-12,150,0,True,1120,2,12.100,34,
94,10.421487,1780556844,500792245,True,False,131,131,0x0083,131,131,-20,130,0,True,1124,1,12.100,34,
95,10.521123,1780556844,600523796,True,False,111,111,0x006F,111,111,-20,110,0,True,1112,1,12.100,34,
96,10.621957,1780556844,701601578,True,False,90,90,0x005A,90,90,-21,89,0,True,1108,2,12.100,34,
97,10.723074,1780556844,802031014,True,False,70,70,0x0046,70,70,-20,69,0,True,1108,2,12.100,34,
98,11.484498,1780556845,564041869,True,False,3,3,0x0003,3,3,-67,2,0,False,1048,0,12.100,34,
99,11.724533,1780556845,803885206,True,False,2,2,0x0002,2,2,-1,1,0,False,1048,0,12.100,34,
100,11.799256,1780556845,878569802,True,False,162,162,0x00A2,162,162,160,161,0,True,1056,1,12.100,34,
101,11.821695,1780556845,901125334,True,False,162,162,0x00A2,162,162,0,161,0,True,1080,2,12.100,34,
102,11.921466,1780556846,927655,True,False,149,149,0x0095,149,149,-13,148,0,True,1104,1,12.100,47,
103,12.023209,1780556846,102922163,True,False,129,129,0x0081,129,129,-20,128,0,True,1100,1,12.100,34,
104,12.120640,1780556846,200381672,True,False,109,109,0x006D,109,109,-20,108,0,True,1116,1,12.100,34,
105,12.220828,1780556846,300106534,True,False,88,88,0x0058,88,88,-21,87,0,True,1104,1,12.100,34,
106,12.320165,1780556846,399761476,True,False,68,68,0x0044,68,68,-20,67,0,True,1104,1,12.100,34,
107,12.426683,1780556846,505691927,True,False,48,48,0x0030,48,48,-20,47,0,True,1104,0,12.100,34,
108,12.525143,1780556846,604055234,True,False,28,28,0x001C,28,28,-20,27,0,True,1104,1,12.100,34,
109,12.625113,1780556846,704429761,True,False,8,8,0x0008,8,8,-20,7,0,True,1080,0,12.100,34,
110,12.721860,1780556846,801155854,True,False,2,2,0x0002,2,2,-6,1,0,False,1044,0,12.100,34,
111,12.866951,1780556846,946196903,True,False,2,2,0x0002,2,2,0,1,0,False,1048,0,12.100,34,
112,13.028403,1780556847,107887746,True,False,2,2,0x0002,2,2,0,1,0,False,1048,0,12.100,34,
113,13.063354,1780556847,142850669,True,False,2,2,0x0002,2,2,0,1,0,False,1048,0,12.100,34,
114,13.183655,1780556847,263170944,True,False,2,2,0x0002,2,2,0,1,0,False,1048,0,12.100,34,
115,13.341544,1780556847,420826477,True,False,322,322,0x0142,322,322,320,321,0,True,1068,1,12.100,34,
116,13.573126,1780556847,652558752,True,False,294,294,0x0126,294,294,-28,293,0,True,1104,1,12.100,34,
117,13.662185,1780556847,741616554,True,False,268,268,0x010C,268,268,-26,267,0,True,1112,1,12.100,34,
118,13.681710,1780556847,761049144,True,False,254,254,0x00FE,254,254,-14,253,0,True,1108,1,12.100,34,
119,13.722544,1780556847,801919253,True,False,244,244,0x00F4,244,244,-10,243,0,True,1104,2,12.100,49,
120,13.823170,1780556847,902644146,True,False,224,224,0x00E0,224,224,-20,223,0,True,1104,1,12.100,34,
121,13.920978,1780556848,159004,True,False,203,203,0x00CB,203,203,-21,202,0,True,1104,2,12.100,34,
122,14.021647,1780556848,101240412,True,False,183,183,0x00B7,183,183,-20,182,0,True,1104,1,12.100,34,
123,14.119583,1780556848,199028783,True,False,163,163,0x00A3,163,163,-20,162,0,True,1108,2,12.100,34,
124,14.221264,1780556848,300719963,True,False,143,143,0x008F,143,143,-20,142,0,True,1104,1,12.100,34,
125,14.322310,1780556848,401588992,True,False,123,123,0x007B,123,123,-20,122,0,True,1096,1,12.100,34,
126,14.421888,1780556848,500740082,True,False,102,102,0x0066,102,102,-21,101,0,True,1096,1,12.100,38,
127,14.521243,1780556848,600426890,True,False,83,83,0x0053,83,83,-19,82,0,True,1104,1,12.100,34,
128,14.621394,1780556848,700666883,True,False,63,63,0x003F,63,63,-20,62,0,True,1104,1,12.100,34,
129,14.723609,1780556848,803011921,True,False,43,43,0x002B,43,43,-20,42,0,True,1104,1,12.100,34,
130,14.949858,1780556849,29266660,True,False,21,21,0x0015,21,21,-22,20,0,True,1104,0,12.100,34,
131,14.998576,1780556849,77707985,True,False,2,2,0x0002,2,2,-19,1,0,False,1048,0,12.100,34,
132,15.225747,1780556849,304967029,True,False,2,2,0x0002,2,2,0,1,0,False,1048,0,12.100,34,
133,15.660303,1780556849,739731303,True,False,2,2,0x0002,2,2,0,1,0,False,1048,0,12.100,34,
134,15.736824,1780556849,816105107,True,False,322,322,0x0142,322,322,320,321,0,True,1056,0,12.100,34,
135,15.747837,1780556849,827362609,True,False,322,322,0x0142,322,322,0,321,0,True,1056,1,12.100,34,
136,15.821174,1780556849,900446126,True,False,317,317,0x013D,317,317,-5,316,0,True,1112,1,12.100,34,
137,15.921712,1780556850,1064225,True,False,298,298,0x012A,298,298,-19,297,0,True,1112,2,12.100,34,
138,16.022508,1780556850,101786462,True,False,278,278,0x0116,278,278,-20,277,0,True,1120,2,12.100,34,
139,16.124190,1780556850,203442450,True,False,259,259,0x0103,259,259,-19,258,0,True,1124,2,12.100,34,
140,16.231916,1780556850,310723115,True,False,239,239,0x00EF,239,239,-20,238,0,True,1132,1,12.100,34,
141,16.320133,1780556850,399752386,True,False,219,219,0x00DB,219,219,-20,218,0,True,1128,2,12.100,34,
142,16.421230,1780556850,500492445,True,False,199,199,0x00C7,199,199,-20,198,0,True,1128,2,12.100,34,
143,16.521098,1780556850,600414963,True,False,179,179,0x00B3,179,179,-20,178,0,True,1128,2,12.100,34,
144,16.620065,1780556850,699429787,True,False,159,159,0x009F,159,159,-20,158,0,True,1128,2,12.100,34,
145,16.724399,1780556850,803827875,True,False,138,138,0x008A,138,138,-21,137,0,True,1116,2,12.100,34,
146,17.486897,1780556851,566400784,True,False,108,108,0x006C,108,108,-30,107,0,False,1096,0,12.100,34,
147,17.657619,1780556851,737058299,True,False,1,1,0x0001,1,1,-107,0,0,False,0,0,12.100,34,
148,17.711770,1780556851,791415943,True,False,0,0,0x0000,0,0,-1,-1,0,False,0,0,12.100,34,
149,17.736868,1780556851,816180733,True,False,0,0,0x0000,0,0,0,-1,0,False,0,0,12.100,34,
150,17.828578,1780556851,908188614,True,False,319,319,0x013F,319,319,319,318,0,True,1100,2,12.100,34,
151,17.920277,1780556851,999870249,True,False,303,303,0x012F,303,303,-16,302,0,True,1100,0,12.100,34,
152,18.021985,1780556852,101518186,True,False,283,283,0x011B,283,283,-20,282,0,True,1100,2,12.100,34,
153,18.121396,1780556852,200452234,True,False,261,261,0x0105,261,261,-22,260,0,True,1088,1,12.100,34,
154,18.220642,1780556852,299949342,True,False,242,242,0x00F2,242,242,-19,241,0,True,1096,0,12.100,34,
155,18.320097,1780556852,399395619,True,False,223,223,0x00DF,223,223,-19,222,0,True,1092,0,12.100,34,
156,18.427778,1780556852,506854339,True,False,203,203,0x00CB,203,203,-20,202,0,True,1100,2,12.100,34,
157,18.520438,1780556852,599843686,True,False,183,183,0x00B7,183,183,-20,182,0,True,1092,1,12.100,34,
158,18.623933,1780556852,703409171,True,False,163,163,0x00A3,163,163,-20,162,0,True,1108,0,12.100,34,
159,18.724292,1780556852,803431158,True,False,142,142,0x008E,142,142,-21,141,0,True,1104,1,12.100,34,
160,19.123550,1780556853,202968001,True,False,118,118,0x0076,118,118,-24,117,0,True,1104,2,12.100,34,
161,19.353386,1780556853,432655172,True,False,58,58,0x003A,58,58,-60,57,0,True,1104,1,12.100,34,
162,19.614504,1780556853,693913043,True,False,12,12,0x000C,12,12,-46,11,0,False,1076,0,12.100,34,
163,19.658988,1780556853,738450931,True,False,2,2,0x0002,2,2,-10,1,0,False,1048,1,12.100,34,
164,19.721221,1780556853,800388800,True,False,2,2,0x0002,2,2,0,1,0,False,1048,0,12.100,34,
165,19.831173,1780556853,910592735,True,False,321,321,0x0141,321,321,319,320,0,True,1096,1,12.100,34,
166,19.922271,1780556854,1445500,True,False,304,304,0x0130,304,304,-17,303,0,True,1116,1,12.100,34,
167,20.024517,1780556854,103876272,True,False,283,283,0x011B,283,283,-21,282,0,True,1104,1,12.100,34,
168,20.123958,1780556854,202986075,True,False,263,263,0x0107,263,263,-20,262,0,True,1104,1,12.100,34,
169,20.220455,1780556854,299801893,True,False,243,243,0x00F3,243,243,-20,242,0,True,1100,1,12.100,34,
170,20.322768,1780556854,402287768,True,False,224,224,0x00E0,224,224,-19,223,0,True,1108,2,12.100,34,
171,20.421944,1780556854,500881358,True,False,204,204,0x00CC,204,204,-20,203,0,True,1104,2,12.100,34,
172,20.519806,1780556854,599367872,True,False,183,183,0x00B7,183,183,-21,182,0,True,1104,1,12.100,34,
173,20.623984,1780556854,703437227,True,False,163,163,0x00A3,163,163,-20,162,0,True,1104,1,12.100,34,
174,20.784353,1780556854,863030552,True,False,142,142,0x008E,142,142,-21,141,0,True,1104,1,12.100,42,
175,20.995946,1780556855,75711999,True,False,117,117,0x0075,117,117,-25,116,0,True,1104,1,12.100,34,
176,21.058959,1780556855,138276611,True,False,85,85,0x0055,85,85,-32,84,0,True,1096,1,12.100,34,
177,21.099872,1780556855,179309022,True,False,73,73,0x0049,73,73,-12,72,0,True,1104,1,12.100,34,
178,21.168016,1780556855,247233009,True,False,61,61,0x003D,61,61,-12,60,0,True,1096,2,12.100,34,
179,21.311251,1780556855,390576320,True,False,41,41,0x0029,41,41,-20,40,0,True,1096,2,12.100,34,
180,21.429115,1780556855,508582627,True,False,22,22,0x0016,22,22,-19,21,0,True,1104,0,12.100,34,
181,21.538630,1780556855,618031394,True,False,2,2,0x0002,2,2,-20,1,0,False,1048,0,12.100,34,
182,21.579640,1780556855,658757576,True,False,2,2,0x0002,2,2,0,1,0,False,1048,1,12.100,34,
183,21.642236,1780556855,721863332,True,False,2,2,0x0002,2,2,0,1,0,False,1048,1,12.100,34,
184,21.738295,1780556855,817934918,True,False,321,321,0x0141,321,321,319,320,0,True,1096,0,12.100,34,
185,21.824663,1780556855,903737788,True,False,303,303,0x012F,303,303,-18,302,0,True,1096,1,12.100,34,
186,21.945478,1780556856,23969013,True,False,283,283,0x011B,283,283,-20,282,0,True,1096,1,12.100,34,
187,22.019146,1780556856,98450165,True,False,264,264,0x0108,264,264,-19,263,0,True,1108,1,12.100,34,
188,22.119844,1780556856,199291478,True,False,244,244,0x00F4,244,244,-20,243,0,True,1092,0,12.100,34,
189,22.220125,1780556856,299473276,True,False,224,224,0x00E0,224,224,-20,223,0,True,1096,1,12.100,34,
190,22.320349,1780556856,399583392,True,False,203,203,0x00CB,203,203,-21,202,0,True,1096,1,12.100,34,
191,22.419942,1780556856,499518023,True,False,184,184,0x00B8,184,184,-19,183,0,True,1096,1,12.100,34,
192,22.521512,1780556856,601058535,True,False,165,165,0x00A5,165,165,-19,164,0,True,1092,1,12.100,34,
193,22.621074,1780556856,700599271,True,False,144,144,0x0090,144,144,-21,143,0,True,1100,1,12.100,34,
194,22.724966,1780556856,804148309,True,False,124,124,0x007C,124,124,-20,123,0,True,1100,1,12.100,34,
195,22.843887,1780556856,923064530,True,False,104,104,0x0068,104,104,-20,103,0,True,1100,1,12.100,44,
196,22.938114,1780556857,17668991,True,False,84,84,0x0054,84,84,-20,83,0,True,1104,0,12.100,34,
197,23.143512,1780556857,222976973,True,False,60,60,0x003C,60,60,-24,59,0,True,1100,1,12.100,34,
198,23.311660,1780556857,391146693,True,False,36,36,0x0024,36,36,-24,35,0,True,1104,0,12.100,34,
199,23.471383,1780556857,550801511,True,False,3,3,0x0003,3,3,-33,2,0,False,1056,0,12.100,34,
200,23.487857,1780556857,567284555,True,False,3,3,0x0003,3,3,0,2,0,False,1056,1,12.100,34,
201,23.520625,1780556857,600179195,True,False,3,3,0x0003,3,3,0,2,0,False,1056,0,12.100,34,
202,23.620273,1780556857,699743989,True,False,3,3,0x0003,3,3,0,2,0,False,1056,0,12.100,34,
203,23.721102,1780556857,800450116,True,False,321,321,0x0141,321,321,318,320,0,True,1096,1,12.100,34,
204,23.820283,1780556857,899805021,True,False,302,302,0x012E,302,302,-19,301,0,True,1104,1,12.100,34,
205,23.920099,1780556857,999624154,True,False,283,283,0x011B,283,283,-19,282,0,True,1104,2,12.100,34,
206,24.020048,1780556858,99189837,True,False,263,263,0x0107,263,263,-20,262,0,True,1116,1,12.100,34,
207,24.119005,1780556858,198503001,True,False,243,243,0x00F3,243,243,-20,242,0,True,1112,1,12.100,34,
208,24.221193,1780556858,300627578,True,False,223,223,0x00DF,223,223,-20,222,0,True,1112,2,12.100,34,
209,24.320544,1780556858,399543966,True,False,203,203,0x00CB,203,203,-20,202,0,True,1112,2,12.100,34,
210,24.419964,1780556858,499529421,True,False,183,183,0x00B7,183,183,-20,182,0,True,1112,2,12.100,34,
211,24.521970,1780556858,601537868,True,False,163,163,0x00A3,163,163,-20,162,0,True,1120,1,12.100,37,
212,24.643484,1780556858,723109162,True,False,142,142,0x008E,142,142,-21,141,0,True,1112,2,12.100,50,
213,24.906160,1780556858,985571824,True,False,119,119,0x0077,119,119,-23,118,0,True,1112,1,12.100,34,
214,25.099917,1780556859,179290409,True,False,84,84,0x0054,84,84,-35,83,0,True,1120,0,12.100,34,
215,25.386427,1780556859,465802131,True,False,41,41,0x0029,41,41,-43,40,0,True,1112,0,12.100,34,
216,25.439299,1780556859,518573987,True,False,3,3,0x0003,3,3,-38,2,0,False,1056,0,12.100,34,
217,25.461294,1780556859,540589641,True,False,3,3,0x0003,3,3,0,2,0,False,1056,1,12.100,34,
218,25.524855,1780556859,604146013,True,False,3,3,0x0003,3,3,0,2,0,False,1056,1,12.100,34,
219,25.621053,1780556859,699746223,True,False,321,321,0x0141,321,321,318,320,0,True,1124,2,12.100,34,
220,25.720777,1780556859,799933196,True,False,302,302,0x012E,302,302,-19,301,0,True,1108,2,12.100,34,
221,25.820367,1780556859,899772556,True,False,281,281,0x0119,281,281,-21,280,0,True,1112,1,12.100,34,
222,25.925241,1780556860,3863811,True,False,261,261,0x0105,261,261,-20,260,0,True,1100,2,12.100,34,
223,26.026477,1780556860,105474732,True,False,241,241,0x00F1,241,241,-20,240,0,True,1104,2,12.100,34,
224,26.123019,1780556860,202218901,True,False,222,222,0x00DE,222,222,-19,221,0,True,1120,2,12.100,34,
225,26.221455,1780556860,300562283,True,False,201,201,0x00C9,201,201,-21,200,0,True,1108,1,12.100,34,
226,26.322041,1780556860,401005513,True,False,180,180,0x00B4,180,180,-21,179,0,True,1104,1,12.100,34,
227,26.421782,1780556860,500968041,True,False,161,161,0x00A1,161,161,-19,160,0,True,1104,2,12.100,34,
228,26.569742,1780556860,647890080,True,False,140,140,0x008C,140,140,-21,139,0,True,1112,1,12.100,34,
229,26.675030,1780556860,754548483,True,False,120,120,0x0078,120,120,-20,119,0,True,1112,2,12.100,34,
230,27.061192,1780556861,140522970,True,False,57,57,0x0039,57,57,-63,56,0,True,1096,1,12.100,34,
231,27.109916,1780556861,189354551,True,False,29,29,0x001D,29,29,-28,28,0,True,1104,1,12.100,34,
232,27.265116,1780556861,344606875,True,False,19,19,0x0013,19,19,-10,18,0,True,1096,0,12.100,34,
233,27.385872,1780556861,465208775,True,False,1,1,0x0001,1,1,-18,0,0,False,0,0,12.100,34,
234,27.417611,1780556861,496942608,True,False,1,1,0x0001,1,1,0,0,0,False,0,0,12.100,34,
235,27.433869,1780556861,513174178,True,False,1,1,0x0001,1,1,0,0,0,False,0,0,12.100,34,
236,27.522933,1780556861,602097881,True,False,321,321,0x0141,321,321,320,320,0,True,1108,3,12.100,34,
237,27.621313,1780556861,700244087,True,False,303,303,0x012F,303,303,-18,302,0,True,1104,1,12.100,34,
238,27.722783,1780556861,801832392,True,False,282,282,0x011A,282,282,-21,281,0,True,1104,1,12.100,34,
239,27.821514,1780556861,900592224,True,False,262,262,0x0106,262,262,-20,261,0,True,1104,1,12.100,34,
240,27.923620,1780556862,2423618,True,False,242,242,0x00F2,242,242,-20,241,0,True,1104,1,12.100,34,
241,28.023008,1780556862,101812012,True,False,222,222,0x00DE,222,222,-20,221,0,True,1104,1,12.100,34,
242,28.121233,1780556862,200262341,True,False,202,202,0x00CA,202,202,-20,201,0,True,1104,1,12.100,34,
243,28.220333,1780556862,299584482,True,False,183,183,0x00B7,183,183,-19,182,0,True,1104,2,12.100,34,
244,28.320309,1780556862,399420789,True,False,163,163,0x00A3,163,163,-20,162,0,True,1116,1,12.100,34,
245,28.423922,1780556862,503110481,True,False,144,144,0x0090,144,144,-19,143,0,True,1116,2,12.100,34,
246,28.704354,1780556862,783586717,True,False,118,118,0x0076,118,118,-26,117,0,True,1120,2,12.100,34,
247,29.136520,1780556863,215413455,True,False,85,85,0x0055,85,85,-33,84,0,True,1128,0,12.100,34,
248,29.408367,1780556863,487696418,True,False,3,3,0x0003,3,3,-82,2,0,False,1056,0,12.100,34,
249,29.439603,1780556863,519026752,True,False,3,3,0x0003,3,3,0,2,0,False,1056,0,12.100,34,
250,29.521209,1780556863,600315222,True,False,323,323,0x0143,323,323,320,322,0,True,1096,2,12.100,34,
251,29.621996,1780556863,701199373,True,False,308,308,0x0134,308,308,-15,307,0,True,1112,2,12.100,34,
