sample,elapsed_s,ros_stamp_sec,ros_stamp_nanosec,connected,homed,raw_position_i32,raw_position_u16,raw_position_hex,position_in_turn_12bit,raw_signed16,delta_in_turn,turn_delta_total,node_relative_ticks,target_position,position_error_direction,position_error_ticks,estimated_position_minus,estimated_position_plus,moving,load_raw,current_raw,voltage_v,temperature_c,fault
22,3.081839,1780562824,676051742,True,False,32770,32770,0x8002,2,-32766,0,0,0,955,True,2,953,957,False,24,0,12.100,34,
23,3.094698,1780562824,689175413,True,False,32770,32770,0x8002,2,-32766,0,0,0,955,True,2,953,957,False,24,0,12.100,34,
24,3.182909,1780562824,777299060,True,False,32770,32770,0x8002,2,-32766,0,0,0,955,True,2,953,957,False,24,0,12.100,34,
25,3.285514,1780562824,879788281,True,False,32770,32770,0x8002,2,-32766,0,0,0,955,True,2,953,957,False,24,0,12.100,34,
26,3.385766,1780562824,980314123,True,False,32770,32770,0x8002,2,-32766,0,0,0,955,True,2,953,957,False,24,0,12.100,34,
27,3.483426,1780562825,77977968,True,False,32770,32770,0x8002,2,-32766,0,0,0,955,True,2,953,957,False,24,0,12.100,34,
28,3.584054,1780562825,178644661,True,False,32770,32770,0x8002,2,-32766,0,0,0,955,True,2,953,957,False,24,0,12.100,34,
29,3.685572,1780562825,279831153,True,False,32770,32770,0x8002,2,-32766,0,0,0,955,True,2,953,957,False,24,0,12.100,34,
30,3.783950,1780562825,377703565,True,False,638,638,0x027E,638,638,636,636,0,959,False,638,321,1597,True,1048,0,12.100,34,
31,3.886275,1780562825,480773620,True,False,627,627,0x0273,627,627,-11,625,0,978,False,627,351,1605,True,1096,1,12.100,34,
32,3.984327,1780562825,578851880,True,False,607,607,0x025F,607,607,-20,605,0,998,False,607,391,1605,True,1112,2,12.100,34,
33,4.088812,1780562825,683487409,True,False,588,588,0x024C,588,588,-19,586,0,1018,False,588,430,1606,True,1116,2,12.100,34,
34,4.306590,1780562825,900834393,True,False,566,566,0x0236,566,566,-22,564,0,1044,False,566,478,1610,True,1124,3,12.100,34,
35,4.382277,1780562825,976557245,True,False,540,540,0x021C,540,540,-26,538,0,1068,False,540,528,1608,True,1116,2,12.100,34,
36,4.967825,1780562826,562170629,True,False,525,525,0x020D,525,525,-15,523,0,1150,False,525,625,1675,True,1120,2,12.100,34,
37,5.029990,1780562826,624315183,True,False,405,405,0x0195,405,405,-120,403,0,1203,False,405,798,1608,True,1112,2,12.100,34,
38,5.051495,1780562826,646096859,True,False,395,395,0x018B,395,395,-10,393,0,1211,False,395,816,1606,True,1112,1,12.100,34,
39,5.085343,1780562826,679766885,True,False,386,386,0x0182,386,386,-9,384,0,1218,False,386,832,1604,True,1104,1,12.100,34,
40,5.186848,1780562826,781360182,True,False,365,365,0x016D,365,365,-21,363,0,1239,False,365,874,1604,True,1096,1,12.100,34,
41,5.288121,1780562826,882199080,True,False,345,345,0x0159,345,345,-20,343,0,1259,False,345,914,1604,True,1096,1,12.100,34,
42,5.386097,1780562826,980276885,True,False,325,325,0x0145,325,325,-20,323,0,1279,False,325,954,1604,True,1100,1,12.100,34,
43,5.487626,1780562827,81979899,True,False,305,305,0x0131,305,305,-20,303,0,1299,False,305,994,1604,True,1096,0,12.100,34,
44,5.584035,1780562827,178419612,True,False,285,285,0x011D,285,285,-20,283,0,1319,False,285,1034,1604,True,1096,0,12.100,34,
45,5.686068,1780562827,280578685,True,False,265,265,0x0109,265,265,-20,263,0,1339,False,265,1074,1604,True,1100,1,12.100,34,
46,5.785820,1780562827,380281184,True,False,244,244,0x00F4,244,244,-21,242,0,1359,False,244,1115,1603,True,1092,1,12.100,34,
47,5.882751,1780562827,477300251,True,False,225,225,0x00E1,225,225,-19,223,0,1379,False,225,1154,1604,True,1104,1,12.100,34,
48,5.982385,1780562827,576905452,True,False,205,205,0x00CD,205,205,-20,203,0,1399,False,205,1194,1604,True,1096,1,12.100,34,
49,6.269892,1780562827,863203468,True,False,184,184,0x00B8,184,184,-21,182,0,1421,False,184,1237,1605,True,1104,1,12.100,34,
50,6.539228,1780562828,133586706,True,False,141,141,0x008D,141,141,-43,139,0,1476,False,141,1335,1617,True,1100,1,12.100,34,
51,6.867776,1780562828,462241139,True,False,88,88,0x0058,88,88,-53,86,0,1541,False,88,1453,1629,True,1108,1,12.100,34,
52,7.044258,1780562828,638820866,True,False,20,20,0x0014,20,20,-68,18,0,1593,False,20,1573,1613,True,1072,0,12.100,34,
53,7.070091,1780562828,664393478,True,False,2,2,0x0002,2,2,-18,0,0,1595,False,2,1593,1597,True,1044,0,12.100,34,
54,7.088805,1780562828,683400610,True,False,2,2,0x0002,2,2,0,0,0,1595,False,2,1593,1597,False,1048,1,12.100,34,
55,7.183714,1780562828,778354121,True,False,1,1,0x0001,1,1,-1,-1,0,1595,False,1,1594,1596,False,0,0,12.100,34,
56,7.283796,1780562828,878462822,True,False,1,1,0x0001,1,1,0,-1,0,1595,False,1,1594,1596,False,0,0,12.100,34,
57,7.395346,1780562828,989199795,True,False,641,641,0x0281,641,641,640,639,0,1595,False,641,954,2236,True,0,0,12.100,34,
58,7.483161,1780562829,77840776,True,False,637,637,0x027D,637,637,-4,635,0,1608,False,637,971,2245,True,1116,1,12.100,34,
59,7.583815,1780562829,178220633,True,False,616,616,0x0268,616,616,-21,614,0,1629,False,616,1013,2245,True,1104,1,12.100,34,
60,7.690119,1780562829,284178522,True,False,596,596,0x0254,596,596,-20,594,0,1649,False,596,1053,2245,True,1112,1,12.100,34,
61,7.782448,1780562829,377014722,True,False,576,576,0x0240,576,576,-20,574,0,1668,False,576,1092,2244,True,1112,1,12.100,34,
62,7.882895,1780562829,477231050,True,False,556,556,0x022C,556,556,-20,554,0,1689,False,556,1133,2245,True,1104,1,12.100,34,
63,7.982397,1780562829,577063372,True,False,536,536,0x0218,536,536,-20,534,0,1709,False,536,1173,2245,True,1104,1,12.100,34,
64,8.087074,1780562829,681707819,True,False,516,516,0x0204,516,516,-20,514,0,1729,False,516,1213,2245,True,1104,1,12.100,34,
65,8.336734,1780562829,930955050,True,False,490,490,0x01EA,490,490,-26,488,0,1762,False,490,1272,2252,True,1104,1,12.100,34,
66,8.384929,1780562829,979372305,True,False,462,462,0x01CE,462,462,-28,460,0,1785,False,462,1323,2247,True,1104,1,12.100,34,
67,8.404240,1780562829,998293612,True,False,453,453,0x01C5,453,453,-9,451,0,1791,False,453,1338,2244,True,1104,0,12.100,34,
68,8.535498,1780562830,129835145,True,False,433,433,0x01B1,433,433,-20,431,0,1813,False,433,1380,2246,True,1104,1,12.100,34,
69,8.723128,1780562830,317623546,True,False,415,415,0x019F,415,415,-18,413,0,1831,False,415,1416,2246,True,1092,1,12.100,34,
70,9.025513,1780562830,620092746,True,False,379,379,0x017B,379,379,-36,377,0,1879,False,379,1500,2258,True,1104,1,12.100,34,
71,9.066878,1780562830,661182536,True,False,324,324,0x0144,324,324,-55,322,0,1922,False,324,1598,2246,True,1100,2,12.100,34,
72,9.087624,1780562830,682068754,True,False,315,315,0x013B,315,315,-9,313,0,1930,False,315,1615,2245,True,1104,2,12.100,34,
73,9.184661,1780562830,779065999,True,False,295,295,0x0127,295,295,-20,293,0,1949,False,295,1654,2244,True,1108,2,12.100,34,
74,9.286185,1780562830,880491576,True,False,275,275,0x0113,275,275,-20,273,0,1969,False,275,1694,2244,True,1104,1,12.100,34,
75,9.386455,1780562830,980645848,True,False,255,255,0x00FF,255,255,-20,253,0,1989,False,255,1734,2244,True,1108,1,12.100,34,
76,9.488941,1780562831,83050727,True,False,235,235,0x00EB,235,235,-20,233,0,2009,False,235,1774,2244,True,1108,1,12.100,34,
77,9.584215,1780562831,178720835,True,False,215,215,0x00D7,215,215,-20,213,0,2029,False,215,1814,2244,True,1104,1,12.100,34,
78,9.685392,1780562831,279685203,True,False,195,195,0x00C3,195,195,-20,193,0,2049,False,195,1854,2244,True,1108,1,12.100,34,
79,9.784282,1780562831,378743936,True,False,174,174,0x00AE,174,174,-21,172,0,2069,False,174,1895,2243,True,1100,0,12.100,34,
80,9.884846,1780562831,479497311,True,False,155,155,0x009B,155,155,-19,153,0,2090,False,155,1935,2245,True,1104,1,12.100,34,
81,9.986522,1780562831,581037744,True,False,135,135,0x0087,135,135,-20,133,0,2110,False,135,1975,2245,True,1104,0,12.100,34,
82,10.086648,1780562831,680909880,True,False,114,114,0x0072,114,114,-21,112,0,2130,False,114,2016,2244,True,1096,1,12.100,34,
83,10.188053,1780562831,782546531,True,False,94,94,0x005E,94,94,-20,92,0,2150,False,94,2056,2244,True,1096,1,12.100,34,
84,10.323237,1780562831,917327675,True,False,74,74,0x004A,74,74,-20,72,0,2171,False,74,2097,2245,True,1096,1,12.100,34,
85,10.392505,1780562831,986951421,True,False,54,54,0x0036,54,54,-20,52,0,2190,False,54,2136,2244,True,1104,0,12.100,34,
86,10.493539,1780562832,87984395,True,False,34,34,0x0022,34,34,-20,32,0,2210,False,34,2176,2244,True,1096,1,12.100,72,
87,11.039734,1780562832,634244710,True,False,11,11,0x000B,11,11,-23,9,0,2235,False,11,2224,2246,False,1048,0,12.100,34,
88,11.078165,1780562832,672716391,True,False,2,2,0x0002,2,2,-9,0,0,2235,False,2,2233,2237,False,1048,1,12.100,34,
89,11.097218,1780562832,691696111,True,False,2,2,0x0002,2,2,0,0,0,2235,False,2,2233,2237,False,1048,0,12.100,34,
90,11.190145,1780562832,784568672,True,False,2,2,0x0002,2,2,0,0,0,2235,False,2,2233,2237,False,1048,0,12.100,34,
91,11.281563,1780562832,876283042,True,False,1001,1001,0x03E9,1001,1001,999,999,0,2242,False,1001,1241,3243,True,1108,2,12.100,34,
92,11.382813,1780562832,977341417,True,False,982,982,0x03D6,982,982,-19,980,0,2262,False,982,1280,3244,True,1104,1,12.100,34,
93,11.482982,1780562833,77532225,True,False,963,963,0x03C3,963,963,-19,961,0,2282,False,963,1319,3245,True,1104,1,12.100,34,
94,11.583526,1780562833,178144286,True,False,942,942,0x03AE,942,942,-21,940,0,2302,False,942,1360,3244,True,1112,0,12.100,34,
95,11.685788,1780562833,280310377,True,False,923,923,0x039B,923,923,-19,921,0,2322,False,923,1399,3245,True,1112,1,12.100,34,
96,11.787494,1780562833,382138504,True,False,903,903,0x0387,903,903,-20,901,0,2343,False,903,1440,3246,True,1116,1,12.100,34,
97,11.888191,1780562833,482623721,True,False,883,883,0x0373,883,883,-20,881,0,2363,False,883,1480,3246,True,1100,1,12.100,36,
98,11.984538,1780562833,578992179,True,False,863,863,0x035F,863,863,-20,861,0,2382,False,863,1519,3245,True,1124,1,12.100,34,
99,12.086178,1780562833,680743276,True,False,843,843,0x034B,843,843,-20,841,0,2403,False,843,1560,3246,True,1112,1,12.100,34,
100,12.276520,1780562833,870655615,True,False,822,822,0x0336,822,822,-21,820,0,2425,False,822,1603,3247,True,1104,1,12.100,34,
101,12.348644,1780562833,943083114,True,False,800,800,0x0320,800,800,-22,798,0,2447,False,800,1647,3247,True,1104,1,12.100,34,
102,12.964291,1780562834,558690394,True,False,780,780,0x030C,780,780,-20,778,0,2535,False,780,1755,3315,True,1096,1,12.100,34,
103,13.074477,1780562834,668652311,True,False,658,658,0x0292,658,658,-122,656,0,2592,False,658,1934,3250,True,1104,1,12.100,34,
104,13.101270,1780562834,695456968,True,False,641,641,0x0281,641,641,-17,639,0,2604,False,641,1963,3245,True,1112,1,12.100,34,
105,13.185833,1780562834,780077365,True,False,622,622,0x026E,622,622,-19,620,0,2623,False,622,2001,3245,True,1116,1,12.100,34,
106,13.286617,1780562834,880629508,True,False,603,603,0x025B,603,603,-19,601,0,2643,False,603,2040,3246,True,1120,1,12.100,34,
107,13.384723,1780562834,979083677,True,False,581,581,0x0245,581,581,-22,579,0,2663,False,581,2082,3244,True,1112,0,12.100,34,
108,13.484818,1780562835,79462898,True,False,561,561,0x0231,561,561,-20,559,0,2683,False,561,2122,3244,True,1104,1,12.100,34,
109,13.584165,1780562835,178718235,True,False,542,542,0x021E,542,542,-19,540,0,2703,False,542,2161,3245,True,1112,2,12.100,34,
110,13.684987,1780562835,279144637,True,False,522,522,0x020A,522,522,-20,520,0,2723,False,522,2201,3245,True,1112,2,12.100,34,
111,13.786716,1780562835,381368014,True,False,502,502,0x01F6,502,502,-20,500,0,2744,False,502,2242,3246,True,1112,2,12.100,44,
112,13.885729,1780562835,480002282,True,False,481,481,0x01E1,481,481,-21,479,0,2764,False,481,2283,3245,True,1112,2,12.100,34,
113,13.984550,1780562835,579176100,True,False,461,461,0x01CD,461,461,-20,459,0,2783,False,461,2322,3244,True,1104,2,12.100,34,
114,14.087689,1780562835,682229748,True,False,441,441,0x01B9,441,441,-20,439,0,2804,False,441,2363,3245,True,1108,1,12.100,34,
115,14.244538,1780562835,838095462,True,False,419,419,0x01A3,419,419,-22,417,0,2828,False,419,2409,3247,True,1104,1,12.100,34,
116,14.323153,1780562835,917356255,True,False,400,400,0x0190,400,400,-19,398,0,2846,False,400,2446,3246,True,1112,2,12.100,34,
117,14.418090,1780562836,12215807,True,False,380,380,0x017C,380,380,-20,378,0,2866,False,380,2486,3246,True,1112,1,12.100,34,
118,14.511454,1780562836,105974072,True,False,361,361,0x0169,361,361,-19,359,0,2885,False,361,2524,3246,True,1112,1,12.100,34,
119,14.607195,1780562836,201291995,True,False,341,341,0x0155,341,341,-20,339,0,2905,False,341,2564,3246,True,1104,1,12.100,34,
120,14.894302,1780562836,488663218,True,False,319,319,0x013F,319,319,-22,317,0,2929,False,319,2610,3248,True,1112,1,12.100,34,
121,15.032754,1780562836,627183149,True,False,274,274,0x0112,274,274,-45,272,0,2977,False,274,2703,3251,True,1112,1,12.100,34,
122,15.068182,1780562836,662642912,True,False,249,249,0x00F9,249,249,-25,247,0,2998,False,249,2749,3247,True,1112,1,12.100,34,
123,15.085857,1780562836,680259657,True,False,241,241,0x00F1,241,241,-8,239,0,3004,False,241,2763,3245,True,1112,1,12.100,34,
124,15.187533,1780562836,781979804,True,False,222,222,0x00DE,222,222,-19,220,0,3024,False,222,2802,3246,True,1120,2,12.100,34,
125,15.286140,1780562836,880289605,True,False,203,203,0x00CB,203,203,-19,201,0,3044,False,203,2841,3247,True,1128,2,12.100,34,
126,15.384268,1780562836,978714809,True,False,183,183,0x00B7,183,183,-20,181,0,3064,False,183,2881,3247,True,1120,2,12.100,34,
127,15.483896,1780562837,78504967,True,False,163,163,0x00A3,163,163,-20,161,0,3084,False,163,2921,3247,True,1120,3,12.100,34,
128,15.585359,1780562837,179940369,True,False,143,143,0x008F,143,143,-20,141,0,3104,False,143,2961,3247,True,1132,3,12.100,34,
129,15.694486,1780562837,288741502,True,False,123,123,0x007B,123,123,-20,121,0,3124,False,123,3001,3247,True,1132,2,12.100,34,
130,15.783561,1780562837,378182354,True,False,103,103,0x0067,103,103,-20,101,0,3144,False,103,3041,3247,True,1128,3,12.100,34,
131,15.885157,1780562837,479735315,True,False,83,83,0x0053,83,83,-20,81,0,3164,False,83,3081,3247,True,1128,2,12.100,34,
132,15.993916,1780562837,588090711,True,False,62,62,0x003E,62,62,-21,60,0,3185,False,62,3123,3247,True,1120,2,12.100,34,
133,16.087173,1780562837,681598894,True,False,42,42,0x002A,42,42,-20,40,0,3205,False,42,3163,3247,True,1116,2,12.100,34,
134,16.235391,1780562837,828826601,True,False,21,21,0x0015,21,21,-21,19,0,3227,False,21,3206,3248,True,1104,1,12.100,34,
135,16.302014,1780562837,896429191,True,False,5,5,0x0005,5,5,-16,3,0,3235,False,5,3230,3240,True,1068,1,12.100,34,
136,16.417224,1780562838,11403632,True,False,3,3,0x0003,3,3,-2,1,0,3235,False,3,3232,3238,False,1056,1,12.100,34,
137,16.596576,1780562838,190934400,True,False,3,3,0x0003,3,3,0,1,0,3235,False,3,3232,3238,False,1056,0,12.100,34,
138,16.721751,1780562838,316179622,True,False,3,3,0x0003,3,3,0,1,0,3235,False,3,3232,3238,False,1056,1,12.100,34,
139,16.851124,1780562838,445368402,True,False,3,3,0x0003,3,3,0,1,0,3235,False,3,3232,3238,False,1056,1,12.100,34,
140,17.019639,1780562838,614127517,True,False,3,3,0x0003,3,3,0,1,0,3235,False,3,3232,3238,False,1056,1,12.100,34,
141,17.053815,1780562838,648298145,True,False,3,3,0x0003,3,3,0,1,0,3235,False,3,3232,3238,False,1056,1,12.100,34,
142,17.096601,1780562838,690937462,True,False,1003,1003,0x03EB,1003,1003,1000,1001,0,3235,False,1003,2232,4238,True,1056,0,12.100,34,
143,17.185246,1780562838,779638155,True,False,997,997,0x03E5,997,997,-6,995,0,3247,False,997,2250,4244,True,1104,1,12.100,34,
144,17.284950,1780562838,879409342,True,False,977,977,0x03D1,977,977,-20,975,0,3267,False,977,2290,4244,True,1112,1,12.100,35,
145,17.384819,1780562838,979154742,True,False,957,957,0x03BD,957,957,-20,955,0,3287,False,957,2330,4244,True,1104,1,12.100,34,
146,17.483189,1780562839,77784168,True,False,935,935,0x03A7,935,935,-22,933,0,3307,False,935,2372,4242,True,1084,0,12.100,34,
147,17.583185,1780562839,177747943,True,False,916,916,0x0394,916,916,-19,914,0,3327,False,916,2411,4243,True,1096,1,12.100,34,
148,17.684835,1780562839,279168755,True,False,896,896,0x0380,896,896,-20,894,0,3347,False,896,2451,4243,True,1096,0,12.100,34,
149,17.784904,1780562839,379579014,True,False,875,875,0x036B,875,875,-21,873,0,3367,False,875,2492,4242,True,1096,0,12.100,34,
150,17.887829,1780562839,482171992,True,False,855,855,0x0357,855,855,-20,853,0,3387,False,855,2532,4242,True,1096,0,12.100,41,
151,17.984144,1780562839,578816805,True,False,836,836,0x0344,836,836,-19,834,0,3407,False,836,2571,4243,True,1096,1,12.100,34,
152,18.086678,1780562839,681202877,True,False,816,816,0x0330,816,816,-20,814,0,3427,False,816,2611,4243,True,1096,0,12.100,34,
153,18.354258,1780562839,948403826,True,False,793,793,0x0319,793,793,-23,791,0,3464,False,793,2671,4257,True,1092,1,12.100,34,
154,18.654164,1780562840,248145559,True,False,760,760,0x02F8,760,760,-33,758,0,3490,False,760,2730,4250,True,1104,1,12.100,34,
155,18.664500,1780562840,259112141,True,False,700,700,0x02BC,700,700,-60,698,0,3544,False,700,2844,4244,True,1104,1,12.100,34,
156,18.808057,1780562840,402846795,True,False,696,696,0x02B8,696,696,-4,694,0,3548,False,696,2852,4244,True,1104,1,12.100,34,
157,19.044504,1780562840,638747224,True,False,662,662,0x0296,662,662,-34,660,0,3591,False,662,2929,4253,True,1096,1,12.100,34,
158,19.092485,1780562840,686988802,True,False,619,619,0x026B,619,619,-43,617,0,3627,False,619,3008,4246,True,1108,1,12.100,34,
159,19.110126,1780562840,704623241,True,False,612,612,0x0264,612,612,-7,610,0,3633,False,612,3021,4245,True,1104,1,12.100,34,
160,19.184167,1780562840,778701427,True,False,596,596,0x0254,596,596,-16,594,0,3648,False,596,3052,4244,True,1100,1,12.100,34,
161,19.285067,1780562840,879588014,True,False,576,576,0x0240,576,576,-20,574,0,3668,False,576,3092,4244,True,1104,1,12.100,34,
162,19.385565,1780562840,979860901,True,False,556,556,0x022C,556,556,-20,554,0,3688,False,556,3132,4244,True,1108,2,12.100,34,
163,19.483587,1780562841,78131013,True,False,536,536,0x0218,536,536,-20,534,0,3708,False,536,3172,4244,True,1092,1,12.100,34,
164,19.584273,1780562841,178836403,True,False,516,516,0x0204,516,516,-20,514,0,3728,False,516,3212,4244,True,1116,1,12.100,34,
165,19.687377,1780562841,282018591,True,False,496,496,0x01F0,496,496,-20,494,0,3748,False,496,3252,4244,True,1104,1,12.100,34,
166,19.786031,1780562841,380085584,True,False,477,477,0x01DD,477,477,-19,475,0,3768,False,477,3291,4245,True,1104,1,12.100,34,
167,19.883607,1780562841,478195323,True,False,456,456,0x01C8,456,456,-21,454,0,3788,False,456,3332,4244,True,1112,1,12.100,34,
168,19.984070,1780562841,578597477,True,False,436,436,0x01B4,436,436,-20,434,0,3808,False,436,3372,4244,True,1108,0,12.100,34,
169,20.084244,1780562841,678799604,True,False,416,416,0x01A0,416,416,-20,414,0,3828,False,416,3412,4244,True,1104,0,12.100,34,
170,20.299056,1780562841,892184826,True,False,395,395,0x018B,395,395,-21,393,0,3852,False,395,3457,4247,True,1104,1,12.100,34,
171,20.350696,1780562841,944752941,True,False,368,368,0x0170,368,368,-27,366,0,3879,False,368,3511,4247,True,1100,1,12.100,34,
172,20.392552,1780562841,986887100,True,False,356,356,0x0164,356,356,-12,354,0,3889,False,356,3533,4245,True,1108,1,12.100,34,
173,20.972107,1780562842,566672261,True,False,295,295,0x0127,295,295,-61,293,0,3978,False,295,3683,4273,True,1104,1,12.100,34,
174,21.119024,1780562842,713643605,True,False,233,233,0x00E9,233,233,-62,231,0,4024,False,233,3791,4257,True,1112,1,12.100,34,
175,21.141164,1780562842,735691144,True,False,207,207,0x00CF,207,207,-26,205,0,4039,False,207,3832,4246,True,1104,1,12.100,34,
176,21.184954,1780562842,779048657,True,False,196,196,0x00C4,196,196,-11,194,0,4049,False,196,3853,4245,True,1100,1,12.100,34,
177,21.283939,1780562842,878587842,True,False,175,175,0x00AF,175,175,-21,173,0,4069,False,175,3894,4244,True,1104,1,12.100,34,
178,21.384107,1780562842,978657311,True,False,155,155,0x009B,155,155,-20,153,0,4089,False,155,3934,4244,True,1108,1,12.100,34,
179,21.485611,1780562843,79827981,True,False,136,136,0x0088,136,136,-19,134,0,4109,False,136,3973,4245,True,1108,2,12.100,34,
180,21.585592,1780562843,180207912,True,False,116,116,0x0074,116,116,-20,114,0,4129,False,116,4013,4245,True,1116,1,12.100,34,
181,21.687726,1780562843,282480405,True,False,95,95,0x005F,95,95,-21,93,0,4149,False,95,4054,4244,True,1100,1,12.100,34,
182,21.784839,1780562843,379465926,True,False,75,75,0x004B,75,75,-20,73,0,4169,False,75,4094,4244,True,1100,0,12.100,34,
183,21.884289,1780562843,478741928,True,False,55,55,0x0037,55,55,-20,53,0,4189,False,55,4134,4244,True,1096,1,12.100,34,
184,21.983434,1780562843,577797577,True,False,35,35,0x0023,35,35,-20,33,0,4209,False,35,4174,4244,True,1108,1,12.100,34,
185,22.084393,1780562843,679041216,True,False,15,15,0x000F,15,15,-20,13,0,4229,False,15,4214,4244,True,1100,1,12.100,34,
186,22.290332,1780562843,883813449,True,False,2,2,0x0002,2,2,-13,0,0,4235,False,2,4233,4237,False,1044,0,12.100,34,
187,22.397342,1780562843,991297969,True,False,1,1,0x0001,1,1,-1,-1,0,4235,False,1,4234,4236,False,0,0,12.100,34,
188,22.473081,1780562844,67645102,True,False,1,1,0x0001,1,1,0,-1,0,4235,False,1,4234,4236,False,0,0,12.100,34,
189,22.523493,1780562844,117944052,True,False,1,1,0x0001,1,1,0,-1,0,4235,False,1,4234,4236,False,0,0,12.100,34,
190,22.864378,1780562844,459027717,True,False,1,1,0x0001,1,1,0,-1,0,4235,False,1,4234,4236,False,0,0,12.100,34,
191,23.006626,1780562844,600873213,True,False,1,1,0x0001,1,1,0,-1,0,4235,False,1,4234,4236,False,0,0,12.100,34,
192,23.097759,1780562844,692053993,True,False,1,1,0x0001,1,1,0,-1,0,4235,False,1,4234,4236,False,0,0,12.100,34,
193,23.120372,1780562844,714950765,True,False,1,1,0x0001,1,1,0,-1,0,4235,False,1,4234,4236,False,0,0,12.100,34,
194,23.185066,1780562844,779500231,True,False,1,1,0x0001,1,1,0,-1,0,4235,False,1,4234,4236,False,0,0,12.100,34,
195,23.285355,1780562844,879771840,True,False,1,1,0x0001,1,1,0,-1,0,4235,False,1,4234,4236,False,0,0,12.100,34,
196,23.385965,1780562844,980107895,True,False,1,1,0x0001,1,1,0,-1,0,4235,False,1,4234,4236,False,0,0,12.100,34,
197,23.484845,1780562845,79482698,True,False,1,1,0x0001,1,1,0,-1,0,4235,False,1,4234,4236,False,0,0,12.100,34,
198,23.584810,1780562845,179138229,True,False,1,1,0x0001,1,1,0,-1,0,4235,False,1,4234,4236,False,0,0,12.100,34,
199,23.685514,1780562845,279987308,True,False,1,1,0x0001,1,1,0,-1,0,4235,False,1,4234,4236,False,0,0,12.100,34,
200,23.782841,1780562845,377428188,True,False,1,1,0x0001,1,1,0,-1,0,4235,False,1,4234,4236,False,0,0,12.100,34,
201,23.886355,1780562845,480887189,True,False,1,1,0x0001,1,1,0,-1,0,4235,False,1,4234,4236,False,0,0,12.100,34,
202,23.986083,1780562845,580268649,True,False,501,501,0x01F5,501,501,500,499,0,4237,False,501,3736,4738,True,1060,0,12.100,34,
203,24.086949,1780562845,681290405,True,False,490,490,0x01EA,490,490,-11,488,0,4255,False,490,3765,4745,True,1104,1,12.100,34,
